Track_name;Artist_Name;genra;lyrics
It's A Great Day To Be Alive;Travis Tritt;country;I got rice cookin' in the microwave Got a three day beard I don't plan to shave And it's a goofy thing but I just gotta say, hey I'm doin' alright   Yeah I think I'll make me some homemade soup I'm feelin' pretty good and that's the truth It's neither drink nor drug induced, no I'm just doin' alright   And it's a great day to be alive I know the sun's still shining When I close my eyes There's some hard times in the neighborhood But why can't every day be just this good   It's been fifteen years since I left home And said good luck to every seed I'd sown Gave it my best and then I left it alone I hope they're doin' alright   Now I look in the mirror and what do I see A lone wolf there starin' back at me Long in the tooth but harmless as can be Lord I guess he's doing alright See Travis Tritt LiveGet tickets as low as $47You might also like And it's a great day to be alive I know the sun's still shining When I close my eyes There's some hard times in the neighborhood But why can't every day be just this good  [Bridge] Sometimes it's lonely, sometimes it's only me And the shadows that fill this room Sometimes I'm falling, desperately calling Howlin' at the moon ah-ooh  [Instrumental break]   Well I might go get me a new tattoo Or take my old Harley for a three day cruise Might even grow me a Fu-Manchu   And it's a great day to be alive I know the sun's still shining When I close my eyes There's some hard times in the neighborhood But why can't every day be just this good  And it's a great day to be alive I know the sun's still shining When I close my eyes There's some hard times in the neighborhood But why can't every day be just this goodEmbed;
My Church;Maren Morris;country;I�ve cussed on a Sunday I�ve cheated and I�ve lied I�ve fallen down from grace A few too many times But I find holy redemption When I put this car in drive Roll the windows down and turn up the dial   Can I get a hallelujah? Can I get an amen? Feels like the Holy Ghost running through ya When I play the highway FM I find my soul revival Singin' every single verse Yeah, I guess that�s my church   When Hank brings the sermon And Cash leads the choir It gets my cold, cold heart burnin' Hotter than a ring of fire When this wonderful world gets heavy And I need to find my escape I just keep the wheels rolling, radio scrolling Until my sins wash away See Maren Morris LiveGet tickets as low as $38You might also like Can I get a hallelujah? Can I get an amen? Feels like the Holy Ghost running through ya When I play the highway FM I find my soul revival Singin' every single verse Yeah, I guess that�s my church   Can I get a hallelujah? Can I get an amen? Feels like the Holy Ghost running through ya When I play the highway FM I find my soul revival Singin' every single verse Yeah, I guess that�s my church   Can I get a hallelujah? Can I get an amen? Feels like the Holy Ghost running through ya When I play the highway FM I find my soul revival Singin' every single verse Yeah, I guess that�s my church Yeah, I guess that�s my church Yeah, I guess that�s my church23Embed;
Head Over Boots;Jon Pardi;country;I wanna sweep you off your feet tonight I wanna love you and hold you tight Spin you around on some old dance floor Act like we never met before for fun   'Cause you're the one I want You're the one I need Baby, if I was a king Ah, you would be my queen You're the rock in my roll You're good for my soul, it's true I'm head over boots for you   The way you sparkle like a diamond ring Maybe one day we can make it a thing Test time and grow old together Rock in our chairs and talk about the weather, yeah So, bring it on in for that angel kiss Put that feel good on my lips, cause   'Cause you're the one I want You're the one I need Baby, if I was a king Ah, you would be my queen You're the rock in my roll You're good for my soul, it's true I'm head over boots for you See Jon Pardi LiveGet tickets as low as $21You might also like[Bridge] Yeah, I'm here to pick you up And I hope I don't let you down, no   'Cause you're the one I want You're the one I need Baby, if I was a king Ah, you would be my queen You're the rock in my roll You're good for my soul, it's true I'm head over boots for you   'Cause you're the one I want You're the one I need Baby, if I was a king Ah, you would be my queen You're the rock in my roll You're good for my soul, it's true I'm head over boots for you  [Outro] I wanna sweep you off your feet tonight I wanna love you and hold you tight Spin you around on some old dance floor5Embed;
Die A Happy Man;Thomas Rhett;country;Baby, last night was hands down One of the best nights, mm, that I've had, no doubt Between the bottle of wine and the look in your eyes and the Marvin Gaye Then we danced in the dark under September stars in the pourin' rain  [Pre-Chorus] And I know that I can't ever tell you enough That all I need in this life is your crazy love   If I never get to see the Northern Lights Or if I never get to see the Eiffel Tower at night Oh, if all I got is your hand in my hand Baby, I could die a happy man  [Post-Chorus] A happy man, baby, mm   Baby, that red dress brings me to my knees Oh, but that black dress makes it hard to breathe You're a saint, you're a goddess, the cutest, the hottest, a masterpiece It's too good to be true, nothin' better than you in my wildest dreams  [Pre-Chorus] And I know that I can't ever tell you enough That all I need in this life is your crazy love See Thomas Rhett LiveGet tickets as low as $63You might also like If I never get to see the Northern Lights Or if I never get to see the Eiffel Tower at night Oh, if all I got is your hand in my hand Baby, I could die a happy man, yeah, yeah  [Post-Chorus] Mm, mm-mm  [Bridge] I don't need no vacation, no fancy destination Baby, you're my great escape We could stay at home, listen to the radio And dance around the fireplace   Oh, if I never get to build my mansion in Georgia Or drive a sports car up the coast of California Oh, if all I got is your hand in my hand Baby, I could die a happy man Baby, I could die a happy man Oh, I could die a happy man  [Outro] You know I could, girl I could die, I could die a happy man Mm-mm16Embed;
Gunpowder & Lead;Miranda Lambert;country;County road 233, under my feet Nothing on this white rock but little ol� me I've got two miles 'till he makes bail And if I'm right, we're headed straight for hell   I'm going home, gonna load my shotgun Wait by the door and light a cigarette If he wants a fight, well, now he's got one And he ain't seen me crazy yet He slapped my face and he shook me like a rag doll Don't that sound like a real man? I'm gonna show him what little girls are made of Gunpowder and lead   Well, it's half past ten, another six-pack in And I can feel the rumble like a cold black wind He pulls in the drive, the gravel flies He don't know what's waitin' here this time   Hey, I'm going home, gonna load my shotgun Wait by the door and light a cigarette If he wants a fight, well, now he's got one And he ain't seen me crazy yet He slapped my face and he shook me like a rag doll Don't that sound like a real man? I'm gonna show him what little girls are made of Gunpowder and lead [Bridge] His fist is big, but my gun's bigger He'll find out when I pull the trigger   I'm going home, gonna load my shotgun Wait by the door and light a cigarette If he wants a fight, well, now he's got one And he ain't seen me crazy yet He slapped my face and he shook me like a rag doll Don't that sound like a real man? I'm gonna show him what little girls are made of Gunpowder and, gunpowder and lead Gunpowder and lead, yeah, yeah, heySee Miranda Lambert LiveGet tickets as low as $38You might also like9Embed;
Drink In My Hand;Eric Church;country;Early Monday morning to Friday at five Man, I work work work but I don't climb climb climb Boss man can shove that over time up his can All I wanna do is put a drink in my hand  [Chorus 1] To fill it up or throw it down I got a forty hour week worth of trouble to drown No need to complicate it, I'm a simple man All you got to do is put a drink in my hand   Yeah, the parking lot is muddy, can't get to the door I take my jacked up drop er down in 4x4 She'll down a long neck, warm up the band All you got to do is put a drink in my hand  [Chorus 2] To fill it up or throw it down I'm about to tear a new one in this old town Five, four, three, two, one, I'll be your rocket man All you got to do is put a drink in my hand   You make me want to go ooh ooh when you dance like that You got that little tattoo playing peaky boo on your back If you want to impress me, baby, here's my plan All you got to do is put a drink in my hand See Eric Church LiveGet tickets as low as $177You might also like[Chorus 3] To fill it up or throw it down When you drive me home take the long way around You be my Lois Lane I'll be your Superman All you got to do is put a drink in my hand   My head Monday morning as that alarm clock sings It goes bang bang bang while it ring ring rings Yeah I'm ready to roll if you wanna rock again All you got to do is put a drink in my hand  [Chorus 2] Yeah, I'm ready to roll If you want to rock again All you got to do is put a drink in my hand Damn right I'm ready to roll If you want to rock again All you got to do is put a drink in my hand Yeah I'm ready to roll If you want to rock again All you got to do is put a drink in my hand  [Chorus 4] To fill it up or throw it down I got a little hangover still hanging around Yeah that hair of a dog is saying hey there man All you got to do is put a drink in my hand [Outro] Yeah, that hair of a dog is howling hey there man All you got to do is put a drink in my hand Ooh yeah2Embed;
Good Directions;Billy Currington;country;I was sitting there, selling turnips on a flatbed truck Crunching on a pork rind when she pulled up She had to be thinking, "This is where rednecks come from" She had Hollywood written on her license plate She was lost and looking for the Interstate Needing directions, and I was the man for the job   I told her, "Way up yonder past the caution light There's a little country store with an old Coke sign You got to stop in and ask Miss Bell for some of her sweet tea Then a left will take you to the interstate But a right will bring you right back here to me"   I was sitting there, thinking about her pretty face Kicking myself for not catching her name I threw my hat, and thought, "You fool, it could have been love" I knew my old Ford couldn't run her down She probably didn't like me anyhow So I watched her disappear into a cloud of dust   I told her, "Way up yonder past the caution light There's a little country store with an old Coke sign You got to stop in and ask Miss Bell for some of her sweet tea Then a left will take you to the interstate But a right will bring you right back here to me" See Billy Currington LiveGet tickets as low as $35You might also like[Bridge] Is this Georgia heat playing tricks on me? Or am I really seeing what I think I see? The woman of my dreams coming back to me  [Instrumental Break]   She went way up yonder past the caution light Don't know why, but something felt right When she stopped in and asked Miss Bell For some of her sweet tea Mama gave her a big old glass And sent her right back here to me  [Outro] Thank God for good directions, and turnip greens6Embed;
As Good As I Once Was;Toby Keith;country;She said, "I've seen you in here before." I said, "I've been here a time or two." She said, "Hello, my name is Bobby Jo Meet my twin sister Betty Lou And we're both feeling kinda wild tonight You're the only cowboy in this place And if you're up for a rodeo I'll put a big Texas smile on your face" I said, "Girls,"   I ain't as good as I once was I got a few years on me now But there was a time back in my prime When I could really lay it down And if you need some love tonight Then I might have just enough I ain't as good as I once was But I'm as good once as I ever was   I still hang out with my best friend Dave I've known him since we were kids at school Last night he had a few shots Got in a tight spot hustling a game of pool With a couple of redneck boys One great big bad biker man I heard David yell across the room "Hey buddy, how 'bout a helping hand?" I said, "Dave," You might also like I ain't as good as I once was My, how the years have flown But there was a time back in my prime When I could really hold my own But if you wanna fight tonight Guess those boys don't look all that tough I ain't as good as I once was But I'm as good once as I ever was  [Bridge] I used to be hell on wheels Back when I was a younger man Now my body says, "You can't do this boy" But my pride says, "Oh, yes you can"   I ain't as good as I once was That's just the cold hard truth I still throw a few back, talk a little smack When I'm feeling bullet proof So don't double dog dare me now Cause I'd have to call your bluff I ain't as good as I once was But I'm as good once as I ever was May not be good as I once was But I'm as good once as I ever was2Embed;
Every Little Thing;Carly Pearce;country;The scent that you left on my pillow The sound of your heartbeat with mine The look in your eyes like a window The taste of your kiss soaked in wine   Every little thing I remember every little thing The high, the hurt, the shine, the sting Of every little thing   Guess you forgot what you told me Because you left my heart on the floor Baby, your ghost still haunts me But I don't wanna sleep with him no more   Every little thing I remember every little thing The high, the hurt, the shine, the sting Of every little thing I remember every little thing The high, the hurt, the shine, the sting Of every little thing See Carly Pearce LiveGet tickets as low as $40You might also like[Bridge] They say time is the only healer God, I hope that isn't right 'Cause right now I'd die to not remember   Every little thing I remember every little thing The high, the hurt, the shine, the sting Every little thing I remember every little thing I'm haunted by the memories Of every little thing The high, the hurt, the shine, the sting Of every little thing1Embed;
Heartache On The Dance Floor;Jon Pardi;country;Yeah, I was just hanging out Some little west coast town Found a bar out by the sand So I made my way in First thing that caught my eye Lke nothing I'd ever seen Sunburned auburn air The California dream Yeah, she was shaking them hips To some old motown song I couldn't say anything So I sang along   She was a heartache on the dance floor Yeah, she's moving through my mind I gotta know her name and I gotta see her again She's got me wondering, yeah I'm just wondering Where she at, where she at, where she at tonight? Where she at, where she at, where she at tonight?   So I just hung around This little west coast town I dropped by every night I stayed till closing time My little mystery That girl is killing me So I put on a song Just to sing along See Jon Pardi LiveGet tickets as low as $21You might also like She was a heartache on the dance floor Yeah, she's moving through my mind I gotta know her name and I gotta see her again She's got me wondering, yeah I'm just wondering Where she at, where she at, where she at tonight? Where she at, where she at, where she at tonight? She's got me mesmerized, she's all I'm thinking about All I think about, think about, think about  [Bridge] So I'm right here right now Humming this little song If I could say a thing I'd want you to know   You were a heartache on the dance floor Yeah, you're moving through my mind I gotta know your name and I gotta see you again And if you're listening, listening, listening Where you at, where you at, where you at tonight? Where you at, where you at, where you at tonight? Girl, I'm hanging around this little town Where you at, where you at, where you at tonight? Where you at, where you at, where you at tonight?5Embed;
What Ifs (feat. Lauren Alaina);Kane Brown;country;Bebe Rexha - Meant To Be (feat. Florida Georgia Line) Kane Brown - What Ifs (feat. Lauren Alaina) Thomas Rhett - Unforgettable Thomas Rhett - Craving You (feat. Maren Morris) Devin Dawson - All On Me Ryan Kinder - Close Luke Combs - Hurricane Russell Dickerson - Blue Tacoma Brett Young - In Case You Didn't Know Chris Bandi - Man Enough Now Dustin Lynch - Small Town Boy Maren Morris - I Could Use A Love Song Jackie Lee - Getting Over You Kip Moore - More Girls Like You Florida Georgia Line - May We All (feat. Tim McGraw) Chris Young - Losing Sleep Walker Hayes - You Broke Up With Me Parmalee - Sunday Morning Thomas Rhett - Star Of The Show Jon Pardi - Heartache On The Dance Floor Jordan Davis - Singles You Up Old Dominion - No Such Thing As A Broken Heart Old Dominion - Written In The Sand Brett Young - Sleep Without You Luke Combs - When It Rains It Pours Granger Smith - Happens Like That Dylan Scott - Hooked Josh Turner - Hometown Girl Morgan Evans - Kiss Somebody You might also likeLANco - Greatest Love Story Austin Burke - Whole Lot In Love Waterloo Revival - What Guy Wouldn't Josh Gracin - Nothin' Like Us Billy Currington - Do I Make You Wanna Rascal Flatts - Yours If You Want It Florida Georgia Line - God, Your Mama, And Me (feat. Backstreet Boys) Brett Young - Like I Loved You Brothers Osborne - Stay A Little Longer Kenny Chesney - All The Pretty Girls Hunter Hayes - Rescue Jon Langston - Right Girl Wrong Time Jason Aldean - Any Ol' Barstool Brett Eldredge - Somethin' I'm Good At Chris Lane - For Her Thomas Rhett - T-Shirt Chris Lane - Take Back Home Girl (feat. Tori Kelly) Russell Dickerson - Yours Keith Urban - The Fighter (feat. Carrie Underwood) Keith Urban - Blue Ain't Your ColorEmbed;
Something Like That;Tim McGraw;country;It was Labor Day weekend I was seventeen I bought a Coke and some gasoline And I drove out to the county fair When I saw her for the first time She was standing there in the ticket line And it all started right then and there Oh, a sailor�s sky made a perfect sunset And that's the day I'll never forget   I had a barbeque stain on my white tee shirt She was killing me in that miniskirt Skipping rocks on the river by the railroad tracks She had a suntan line and red lipstick I worked so hard for that first kiss And a heart don't forget something like that   Well it was five years later on a southbound plane I was headed down to New Orleans To meet some friends of mine for Mardi Gras When I heard a voice from the past Coming from a few rows back And when I looked, I couldn't believe just what I saw She said I bet you don't remember me And I said only every other memory See Tim McGraw LiveGet tickets as low as $86You might also like I had a barbeque stain on my white tee shirt She was killing me in that miniskirt Skipping rocks on the river by the railroad tracks You had a suntan line and red lipstick I worked so hard for that first kiss And a heart don't forget something like that  [Bridge] Like an old photograph Time can make a feeling fade But the memory of a first love Never fades away   I had a barbecue stain on my white tee shirt She was killing me in that miniskirt Skipping rocks on the river by the railroad tracks She had a sun tan line and red lipstick I worked so hard for that first kiss A heart don�t forget, no a heart don�t forget I said a heart don�t forget something like that Oh, not something like that2Embed;
What Was I Thinkin';Dierks Bentley;country;Becky was a beauty from south Alabama Her daddy had a heart like a nine-pound hammer Think he even did a little time in the slammer What was I thinking? She snuck out one night and met me by the front gate Her daddy came out waving that twelve gauge We tore out the drive he peppered my tailgate What was I thinking?  [Pre-Chorus] Oh, I knew there'd be hell to pay But that crossed my mind a little too late Cause I was   Thinking about a little white tank top sitting right There in the middle by me I was thinking about a long kiss man just got to get Going where the night might lead I know what I was feeling But what was I thinking... what was I thinking   By the county line the cops were nipping on our heels Pulled off the road and kicked it in four-wheel Shut off the lights and tore through the corn field What was I thinking? Out the other side she was hollering faster Took a dirt road and had the radio blasting Hit the honky tonk for a little close dancing What was I thinking? See Dierks Bentley LiveGet tickets as low as $8You might also like[Pre-Chorus] Oh, I knew there'd be hell to pay But that crossed my mind a little too late Cause I was   Thinking about a little white tank top sitting right There in the middle by me I was thinking about a long kiss man just got to get Going where the night might lead I know what I was feeling But what was I thinking... what was I thinking   When a mountain of a man with a "born to kill" tattoo Tried to cut in I knocked out his front tooth We ran outside hood-sliding like Bo Duke What was I thinking? I finally got her home at a half past too late Her daddy's in a lawn chair sitting on the driveway Put it in park as he started my way What was I thinking, oh what was I thinking, oh what was I thinking Then she gave a come-and-get-me grin And like a bullet we were gone again... cause I was   Thinking about a little white tank top sitting right There in the middle by me I was thinking about a long kiss man just got to get Going where the night might lead I know what I was feeling But what was I thinking... what was I thinking2Embed;
Would You Go With Me;Josh Turner;country;Would you go with me if we rolled down streets of fire Would you hold on to me tighter as the summer sun got higher If we roll from town to town and never shut it down Would you go with me if we were lost in fields of clover Would we walk even closer until the trip was over And would it be okay if I didn't know the way   If I gave you my hand Would you take it and make me the happiest man in the world If I told you my heart couldn't beat one more minute without you girl Would you accompany me to the edge of the sea Let me know if you're really a dream I love you so So would you go with me   Would you go with me if we rode the clouds together Could you not look down forever If you were lighter than a feather Oh, and if I set you free, would you go with me   If I gave you my hand Would you take it and make me the happiest man in the world If I told you my heart couldn't beat one more minute without you girl Would you accompany me to the edge of the sea Help me tie up the ends of a dream I gotta know, would you go with me I love you so, so would you go with meSee Josh Turner LiveGet tickets as low as $52You might also like8Embed;
Alright;Darius Rucker;country;Alright, alright Yeah, it's alright, alright   Don't need no five star reservations I got spaghetti and a cheap bottle of wine Don't need no concert in the city I got a stereo and the 'Best Of Patsy Cline'  [Pre-Chorus] Ain't got no caviar, no Dom Perignon But as far as I can see I got everything I want  [Hook] Because I got a roof over my head The woman I love laying in my bed And it's alright, alright I got shoes under my feet Forever in the eyes staring back at me And it's alright, alright Yeah, I got all I need And it's alright by me   Maybe later on we'll walk down to the river Lay on a blanket and stare up at the moon It may not be no French Riviera But it's all the same to me as long as I'm with you You might also like[Pre-Chorus 2] May be a simple life but that's okay, yeah If you ask me baby, I think I've got it made  [Hook] Because I got a roof over my head The woman I love laying in my bed And it's alright, alright I got shoes under my feet Forever in the eyes staring back at me And it's alright, alright Yeah, I got all I need And it's alright by me  [Bridge] When I lay down at night I thank the lord above For giving me everything I ever could dream of  [Hook] Because I got a roof over my head The woman I love laying in my bed And it's alright, alright I got shoes under my feet Forever in the eyes staring back at me And it's alright, alright Yeah, I got all I need And it's alright by me5Embed;
Hotel Key;Old Dominion;country;Well, it was down some street we couldn't even pronounce We were smoking a little from a half an ounce The tequila was cheap but the flow we were feeling was real Neither one of us looking for three little words Unless those three words were "do not disturb" Checkout was supposed to be noon but we slept in 'til three   She kept the hotel key Slipped it in her purse I guess, it makes her think of me And that night we left our hearts on our sleeves and the clothes all over the floor We both know we can't open the door no more She kept the hotel key   Well, I could still see her on the bed sitting Indian style With my t-shirt on and a half drunk smile She talked about Austin and how she'd get back there someday We had the curtains wide open and a song on my phone We danced by the TV we never turned on And wondered would anyone miss us if we ran away? But this isn't one of those stories that ends up that way, no   She kept the hotel key Slipped it in her purse I guess, it makes her think of me And that night we left our hearts on our sleeves and the clothes all over the floor We both know we can't open the door no more She kept the hotel key Yeah See Old Dominion LiveGet tickets as low as $77You might also like[Bridge] We left the lights We left the crowd We left the world and locked it out She left a picture in my head She left the night I can't forget, but   She kept the hotel key Slipped it in her purse I guess, it makes her think of me And that night we left our hearts on our sleeves and the clothes all over the floor We both know we can't open the door no more She kept the hotel key Yeah, she kept it She kept the hotel key Slipped it in her purse I guess, it makes her think of me And that night we left our hearts on our sleeves and the clothes all over the floor We both know we can't open the door no more She kept the hotel key  [Outro] Yeah, she kept it She kept the hotel key, ooh She kept the hotel key3Embed;
Peter Pan;Kelsea Ballerini;country;The smile, the charm, the words, the spark Everything, you had it I guess I had a naive heart, 'cause boy, I let you have it You said I was your only Never thought you'd leave me lonely  [Pre-Chorus] You're just a lost boy, with your head up in the clouds You're just a lost boy, never keep your feet on the ground   Always gonna fly away Just because you know you can Never gonna learn there's no such place As Neverland, you don't understand You'll never grow up You're never gonna be a man Peter Pan   Deep down, I knew that you were too good to be true But every piece and part of me wanted to believe in you Now it's happily ever never I guess now I know better You might also like[Pre-Chorus] You're just a lost boy, with your head up in the clouds You're just a lost boy, never keep your feet on the ground   Always gonna fly away Just because you know you can Never gonna learn there's no such place As Neverland, you don't understand You'll never grow up You're never gonna be a man Peter Pan Oh, whoa, mm  [Bridge] You're just a lost boy, yeah, I know who you are And you don't know what you lost, boy Too busy chasin' stars   And you're always gonna fly away Just because you know you can Never gonna learn there's no such place As Neverland, you don't understand You'll never grow up (Oh, you'll never grow up) You're never gonna be a man You're never grow up (Grow up) Yeah, you're never gonna be a man Peter Pan Never gonna be a man4Embed;
Get Along;Kenny Chesney;country;Met a man wearin' a T-shirt, said "Virginia is for lovers" Had a Bible in his left hand and a bottle in the other He said "All you're really given is the sunshine and your name" We both started laughin' when the sky started to rain   Get along, on down the road We've got a long long way to go Scared to live, scared to die We ain't perfect but we try Get along while we can Always give love the upper hand Paint a wall, learn to dance Call your mom, buy a boat Drink a beer, sing a song Make a friend, can't we all get along?   Saw a model on a billboard, 1-800 get to know me Wondered was she Photoshopped, or were her eyes really that lonely? Did she leave her hometown thinkin' she'd end up in L.A.? Did she break down in the desert and get stuck beside the highway?   Get along, on down the road We've got a long long way to go Scared to live, scared to die We ain't perfect but we try Get along while we can Always give love the upper hand Paint a wall, learn to dance Call your mom, buy a boat Drink a beer, sing a song Make a friend, can't we all get along? You might also like[Bridge] We find out when you die the keys to Heaven can't be bought We still don't know what love is but we sure know what it's not Sometimes you got to   Get along, on down the road We've got a long long way to go Scared to live, scared to die We ain't perfect but we try Get along while we can Always give love the upper hand Paint a wall, learn to dance Call your mom, buy a boat Drink a beer, sing a song Make a friend, can't we all get along?1Embed;
The Good Ones;Gabby Barrett;country;He's a phone call to his parents He's a Bible by the bed He's the T-shirt that I'm wearing He's the song stuck in my head He's solid and he's steady Like the Allegheny runs He knows just where he's going And he's proud of where he's from  [Pre-Chorus] One of the good ones He's one of the good ones   A love me like he should one Like he wrote the book one The kind you find when you don't even look one Anybody can be good once But he's good all the time He's one of the good ones And he's all mine He's one of the good ones   You'll know him when you see him By the way he looks at me You'd say he hung the moon I'd say he hung the galaxy Nobody does it better Oh, the way he pulls me in I've known a couple bad ones But they all led me to him See Gabby Barrett LiveGet tickets as low as $50You might also like[Pre-Chorus] He's one of the good ones   A love me like he should one Like he wrote the book one The kind you find when you don't even look one Anybody can be good once But he's good all the time He's one of the good ones And he's all mine He's one of the good ones  [Bridge] We should all find us one They're out there, minus one Some of the good ones Yeah, I got a good one   A love me like he should one Like he wrote the book one The kind you find when you don't even look Anybody can be good once But he's good all the time He's one of the good ones And he's all mine He's one of the good ones And he's all mine16Embed;
Picture (feat. Sheryl Crow);Kid Rock;country;Livin' my life in a slow hell Different girl every night at the hotel I ain't seen the sunshine in three damn days Been fuelin' up on cocaine and whiskey Wish I had a good girl to miss me Lord, I wonder if I'll ever change my ways  [Chorus: Kid Rock] I put your picture away Sat down and cried today I can't look at you while I'm lying next to her I put your picture away Sat down and cried today I can't look at you while I'm lying next to her (Ooh-ooh)  [Verse 2: Sheryl Crow] I called you last night in the hotel Everyone knows, but they won't tell But their half-hearted smiles tell me something just ain't right I've been waitin' on you for a long time Fuelin' up on heartaches and cheap wine I ain't heard from you in three damn nights  [Chorus: Sheryl Crow] I put your picture away I wonder where you've been I can't look at you while I'm lyin' next to him (Ooh) I put your picture away I wonder where you've been I can't look at you while I'm lyin' next to him (Ooh) You might also like[Verse 3: Sheryl Crow, Kid Rock, Both] I saw you yesterday with an old friend It was the same old same, how have you been? Since you've been gone, my world's been dark and grey You reminded me of brighter days I hoped you were comin' home to stay I was headed to church I was off to drink you away (Drink you away) I thought about you for a long time Can't seem to get you off my mind I can't understand why we're living life this way  [Chorus: Kid Rock & Sheryl Crow, Kid Rock] I found your picture today I swear I'll change my ways I just called to say I want you To come back home (Ooh-ooh) I found your picture today I swear I'll change my ways I just called to say I want you To come back home  [Outro: Kid Rock & Sheryl Crow] I just called to say I love you Come back home Songwriters:  Kid Rock and Sheryl Crow25Embed;
Tequila Makes Her Clothes Fall Off;Joe Nichols;country;She said, "I'm going out with my girlfriends Margaritas at the Holiday Inn" Oh, have mercy, my only thought Was tequila makes her clothes fall off   I told her put an extra layer on I know what happens when she drinks Patr�n Her closet's missing half the things she bought Yeah, tequila makes her clothes fall off   She'll start by kickin' out of her shoes Lose an earring in her drink Leave her jacket in the bathroom stall Drop a contact down the sink   Them pantyhose ain't gonna last too long If the DJ puts Bon Jovi on She might come home in a tablecloth Yeah, tequila makes her clothes fall off (Whoa-oh)   She can handle any champagne brunch A bridal shower with Bacardi punch Jell-O shooters full of Smirnoff But tequila makes her clothes fall off See Joe Nichols LiveGet tickets as low as $54You might also like She'll start by kickin' out of her shoes Lose an earring in her drink Leave her jacket in the bathroom stall Drop a contact down the sink  [Outro] She don't mean nothin' She's just havin' fun Tomorrow she'll say, "Oh, what have I done?" Her friends will joke about the stuff she lost Yeah, tequila makes her clothes fall off Oh, tequila makes her clothes fall off Oh, tequila makes her clothes fall offEmbed;
Amazed;Lonestar;country;Every time our eyes meet This feeling inside me Is almost more than I can take Baby, when you touch me I can feel how much you love me And it just blows me away  [Pre-Chorus] I've never been this close to anyone, or anything I can hear your thoughts I can see your dreams   I don't know how you do what you do I'm so in love with you It just keeps getting better I want to spend the rest of my life With you by my side Forever and ever Every little thing that you do Baby, I'm amazed by you   The smell of your skin The taste of your kiss The way you whisper in the dark Your hair all around me Baby, you surround me You touch every place in my heart See Lonestar LiveGet tickets as low as $51You might also like[Pre-Chorus] Oh, it feels like the first time every time I want to spend the whole night in your eyes   I don't know how you do what you do I'm so in love with you It just keeps getting better I want to spend the rest of my life With you by my side Forever and ever Every little thing that you do Baby, I'm amazed by you  [Guitar Solo]   Every little thing that you do I'm so in love with you It just keeps getting better I wanna spend the rest of my life With you by my side Forever and ever Every little thing that you do (Every little thing that you do) Every little thing that you do Baby, I'm amazed by you15Embed;
Somebody Like You;Keith Urban;country;There's a new wind blowing like I've never known I'm breathing deeper than I've ever done And it sure feels good, to finally feel the way I do  [Hook] And I wanna love somebody Love somebody like you   And I'm letting go of all my lonely yesterdays I've forgiven myself for the mistakes I've made Now there's just one thing The only thing I wanna do, mmhm  [Hook] I wanna love somebody Love somebody like you   Yeah, I wanna feel the sunshine Shining down on me and you When you put your arms around me You let me know there's nothing in this world I can't do   I used to run in circles going nowhere fast I'd take, uh, one step forward and two steps back Couldn't walk a straight line even if I wanted to See Keith Urban LiveGet tickets as low as $158You might also like[Hook] I wanna love somebody Love somebody like you Whoa! here we go now! Hey, I wanna love ya baby   Yeah, I wanna feel the sunshine Shinin' down on me and you When you put your arms around me Well, baby there ain't nothing in this world I can't do   Sometimes it's hard for me to understand But you're teaching me to be a better man I don't wanna take this life For granted like I used to do, no, no  [Hook] I wanna love somebody Love somebody like you I'm ready to love somebody Love somebody like you, ooh And I wanna love somebody Love somebody like you, yeah [Break] Oh yeah Hey, I wanna love ya baby Oh, oh, yeah  [Guitar Solo + Banjo Solo]  [Outro] Oh, I wanna be the man in the middle of the night Shining like its true I wanna be the man that you run to whenever I call on you When everything that loved someone finally found its way Wanna be a better man I see it in you yeah Hey, I wanna be that3Embed;
Hell Of A View;Eric Church;country;I was no daddy's dream, was not your mama's prayer But I was your first and your last ticket out of there I caught your wings on fire when I smoked my Bronco tires Out of that town   I'm good at rollin' dice, no good at standin' still You liked the thought of chasin' life instead of dollar bills We were livin' reckless, nothin' to catch us, baby But the ground   This ain't for everybody, toes hangin' off the ledge Like we got nothin' to lose Ain't always heaven, baby, this livin' on the edge You holdin' me, holdin' you, it's a hell of a view   I paint with my old Gibson, you paint your purple sky This town's our canvas, baby, let's paint it red tonight Go out like shootin' stars, chasin' what's in our hearts Into th blue (Into the blue)   This ain't for verybody, toes hangin' off the ledge Like we got nothin' to lose Ain't always heaven, baby, this livin' on the edge You holdin' me holdin' you, it's a hell of a view See Eric Church LiveGet tickets as low as $177You might also like[Refrain] A hell of a view  [Instrumental Break]   We ain't for everybody, toes hangin' off a ledge Like we got nothin', we got nothin' to lose Ain't always heaven, baby, this livin' on the edge You holdin' me, holdin' you, it's a hell of a view  [Outro] A hell of a view A hell of a view (Ooh, ooh, ooh, ooh) A hell of a view1Embed;
