Track_name;Artist_Name;genra;lyrics
Applause;Lady Gaga;pop;I stand here waiting for you to bang the gong To crash the critic saying, "Is it right or is it wrong?" If only fame had an IV, baby, could I bear Being away from you? I found the vein, put it in here  [Pre-Chorus] I live for the applause, applause, applause I live for the applause-plause, live for the applause-plause Live for the way that you cheer and scream for me The applause, applause, applause   Give me that thing that I love (I'll turn the lights out) Put your hands up, make 'em touch, touch (Make it real loud) Give me that thing that I love (I'll turn the lights out) Put your hands up, make 'em touch, touch (Make it real loud)  [Post-Chorus] A-P-P-L-A-U-S-E (Make it real loud) A-P-P-L-A-U-S-E Put your hands up, make 'em touch, touch A-P-P-L-A-U-S-E (Make it real loud) A-P-P-L-A-U-S-E Put your hands up, make 'em touch, touch You might also like I've overheard your theory, "Nostalgia's for geeks" I guess sir, if you say so, some of us just like to read One second I'm a Koons, then suddenly the Koons is me Pop culture was in art, now art's in pop culture, in me  [Pre-Chorus] I live for the applause, applause, applause I live for the applause-plause, live for the applause-plause Live for the way that you cheer and scream for me The applause, applause, applause   Give me that thing that I love (I'll turn the lights out) Put your hands up, make 'em touch, touch (Make it real loud) Give me that thing that I love (I'll turn the lights out) Put your hands up, make 'em touch, touch (Make it real loud)  [Post-Chorus] A-P-P-L-A-U-S-E (Make it real loud) A-P-P-L-A-U-S-E Put your hands up, make 'em touch, touch A-P-P-L-A-U-S-E (Make it real loud) A-P-P-L-A-U-S-E Put your hands up, make 'em touch, touch [Bridge] Woo... touch, touch Woo... touch, touch Now... woo-oh-oh-oh... Woo-oh-oh-oh...  [Pre-Chorus] I live for the applause, applause, applause I live for the applause-plause, live for the applause-plause Live for the way that you cheer and scream for me The applause, applause, applause   Give me that thing that I love (I'll turn the lights out) Put your hands up, make 'em touch, touch (Make it real loud) Give me that thing that I love (I'll turn the lights out) Put your hands up, make 'em touch, touch (Make it real loud)  [Post-Chorus] A-P-P-L-A-U-S-E (Make it real loud) A-P-P-L-A-U-S-E Put your hands up, make 'em touch, touch A-P-P-L-A-U-S-E (Make it real loud) A-P-P-L-A-U-S-E Put your hands up, make 'em touch, touch [Outro] A-R-T-P-O-P82Embed;
Fallin';Alicia Keys;pop;I keep on fallin' in And outta love with you Sometimes I love ya, sometimes you make me blue Sometimes I feel good, at times I feel used Lovin' you, darlin', makes me so confused   I keep on fallin' in and out Of love with you I never loved someone The way that I'm lovin' you   Oh, oh, I never felt this way How do you give me so much pleasure And cause me so much pain? (Yeah, yeah) Just when I think I've taken more than would a fool I start fallin' back in love with you   I keep on fallin' in and out Of love with you I never loved someone (Oh, someone) The way that I'm lovin' you (Way I, uh, uh) You might also like[Bridge] Oh, baby I, I, I, I'm fallin' (Yeah, yeah, yeah) I, I, I, I'm fallin' Fall, fall, fall (Sing) Fall   I keep on fallin' in and out (Out) Of love with you (Love with you) I never loved someone (I never, loved) The way that I'm lovin' you (Oh) I'm fallin' in and out (Yeah) Of love with you (Of love with you) I never loved someone (No, no, no) The way that I'm lovin' you (Uh) I'm fallin' in and out (Yeah) Of love with you (Of love with you) I never loved someone (No, no, no) The way that I'm lovin' you (Uh)  [Outro] What?44Embed;
Wherever You Will Go;The Calling;pop;So lately, been wondering Who will be there to take my place? When I'm gone, you'll need love To light the shadows on your face  [Pre-Chorus] If a great wave shall fall And fall upon us all Then between the sand and stone Could you make it on your own?   If I could, then I would I'll go wherever you will go Way up high or down low I'll go wherever you will go   And maybe I'll find out A way to make it back someday To watch you, to guide you Through the darkest of your days  [Pre-Chorus] If a great wave shall fall And fall upon us all Then, I hope there's someone out there Who can bring me back to you You might also like If I could, then I would I'll go wherever you will go Way up high or down low I'll go wherever you will go  [Bridge] Run away with my heart Run away with my hope Run away with my love   I know now, just quite how My life and love might still go on In your heart, in your mind I'll stay with you for all of time   If I could, then I would I'll go wherever you will go Way up high or down low I'll go wherever you will go  [Outro] If I could turn back time I'll go wherever you will go If I could make you mine I'll go wherever you will go I'll go wherever you will go33Embed;
Cool for the Summer;Demi Lovato;pop;Tell me what you want, what you like, it's okay I'm a little curious, too Tell me if it's wrong, if it's right, I don't care I can keep a secret, can you?  [Refrain] Got my mind on your body And your body on my mind Got a taste for the cherry I just need to take a bite  [Pre-Chorus] Don't tell your mother Kiss one another Die for each other We're cool for the summer (Ha!)  [Break] Ooh Ooh   Take me down into your paradise Don't be scared, 'cause I'm your body type Just something that we wanna try 'Cause you and I We're cool for the summer You might also like Tell me if I won, if I did, what's my prize? I just wanna play with you, too Even if they judge, fuck it, I'll do the time I just wanna have some fun with you  [Refrain] Got my mind on your body And your body on my mind Got a taste for the cherry I just need to take a bite  [Pre-Chorus] Don't tell your mother Kiss one another Die for each other We're cool for the summer (Ha!)  [Break] Ooh Ooh   Take me down into your paradise Don't be scared, 'cause I'm your body type Just something that we wanna try 'Cause you and I (You and I) We're cool for the summer (Ha!) We're cool for the summer We're cool for the summer [Interlude] Shhh, don't tell your mother  [Bridge] Got my mind on your body And your body on my mind Got a taste for the cherry I just need to take a bite Take me down   Take me down into your paradise (Don't be scared) Don't be scared, 'cause I'm your body type Just something that we wanna try (Wanna try) 'Cause you and I (You and I) We're cool for the summer (Oh)  [Post-Chorus] (Take me down) We're cool for the summer (Don't be scared) 'Cause I'm your body type (Just something) Just something that we wanna try 'Cause you and I (You and I) We're cool for the summer (Ha!) [Outro] (Ooh) We're cool for the summer207Embed;
Pompeii;Bastille;pop;[Intro] Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu   I was left to my own devices Many days fell away with nothing to show  [Pre-Chorus] And the walls kept tumbling down in the city that we love Grey clouds roll over the hills, bringing darkness from above   But if you close your eyes, does it almost feel like nothing changed at all? And if you close your eyes, does it almost feel like you've been here before? How am I gonna be an optimist about this? How am I gonna be an optimist about this? You might also like We were caught up and lost in all of our vices In your pose as the dust settled around us  [Pre-Chorus] And the walls kept tumbling down in the city that we love Grey clouds roll over the hills, bringing darkness from above   But if you close your eyes, does it almost feel like nothing changed at all? And if you close your eyes, does it almost feel like you've been here before? How am I gonna be an optimist about this? How am I gonna be an optimist about this? [Post-Chorus] Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu  [Bridge] Oh, where do we begin, the rubble or our sins? Oh-oh, where do we begin, the rubble or our sins? And the walls kept tumbling down in the city that we love (Oh, where do we begin, the rubble or our sins?) Grey clouds roll over the hills bringing darkness from above (Oh, where do we begin, the rubble or our sins?)  But if you close your eyes, does it almost feel like nothing changed at all? And if you close your eyes, does it almost feel like you've been here before? Oh, how am I going to be an optimist about this? How am I going to be an optimist about this? If you close your eyes, does it almost feel like nothing changed at all? [Outro] Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu Eh, eheu, eheu537Embed;
Livin' la Vida Loca;Ricky Martin;pop;Little bit more vibe on the track, please   She's into superstitions Black cats and voodoo dolls I feel a premonition That girl's gonna make me fall She's into new sensations New kicks in the candlelight She's got a new addiction For every day and night  [Pre-Chorus] She'll make you take your clothes off and go dancing in the rain She'll make you live her crazy life, but she'll take away your pain Like a bullet to your brain (Come on)   Upside, inside out She's livin' la vida loca She'll push and pull you down Livin' la vida loca Her lips are devil red And her skin's the color mocha She will wear you out Livin' la vida loca (Come on) Livin' la vida loca (Come on) She's livin' la vida loca See Ricky Martin LiveGet tickets as low as $90You might also like[Interlude] Huh, alright   Woke up in New York City In a funky cheap hotel She took my heart and she took my money She must've slipped me a sleeping pill  [Pre-Chorus] She never drinks the water Makes you order French champagne Once you've had a taste of her You'll never be the same Yeah, she'll make you go insane (Come on)   Upside, inside out She's livin' la vida loca She'll push and pull you down Livin' la vida loca Her lips are devil red And her skin's the color mocha She will wear you out Livin' la vida loca (Alright) Livin' la vida loca She's livin' la vida loca [Interlude] Huh  [Pre-Chorus] She'll make you take your clothes off and go dancin' in the rain She'll make you live her crazy life, but she'll take away your pain Like a bullet to your brain (Come on)   Upside, inside out She's livin' la vida loca She'll push and pull you down Livin' la vida loca Her lips are devil red And her skin's the color mocha She will wear you out Livin' la vida loca (Come on) She's livin' la vida loca (Come on) She's livin' la vida loca (Come on)  [Outro] Cara, cara, cara, la vida, come on Come on, everyone Come on La-la-la vida loca La-la, la-la, la-la, la vida loca La-la, la-la, la-la, la vi�21Embed;
Fantasy;Mariah Carey;pop;Sha-do-do-do-do Sha-do-do-do-do-do-do-do-do Sha-do-do-do-do Sha-do-do-do-do-do-do-do-do Sha-do-do-do-do Sha-do-do-do-do-do-do-do-do Sha-do-do-do-do Sha-do-do-do-do-do-do-do-do   Oh, when you walk by every night Talking sweet and looking fine I get kind of hectic inside Mmm, baby, I'm so into you Darling, if you only knew All the things that flow through my mind   But it's just a sweet, sweet fantasy, baby When I close my eyes, you come and take me On and on and on, it's so deep in my daydreams But it's just a sweet, sweet fantasy, baby (Fantasy) (And I want you so badly)  [Post-Chorus] Sha-do-do-do-do Sha-do-do-do-do-do-do-do-do Sha-do-do-do-do Sha-do-do-do-do-do-do-do-do Sha-do-do-do-do Sha-do-do-do-do-do-do-do-do Sha-do-do-do-do Sha-do-do-do-do-do-do-do-do See Mariah Carey LiveGet tickets as low as $53You might also like Images of rapture Creep into me slowly As you're going to my head And my heart beats faster When you take me over Time and time and time again   But it's just a sweet, sweet fantasy, baby When I close my eyes, you come and take me On and on and on, it's so deep in my daydreams But it's just a sweet, sweet fantasy, baby (Fantasy) Oh, oh, it's just a sweet, sweet fantasy, baby When I close my eyes, you come and take me On and on and on, it's so deep in my daydreams But it's just a sweet, sweet fantasy, baby (Fantasy)  [Bridge] I'm in heaven With my boyfriend, my laughing boyfriend There's no beginning and there is no end Feels like I'm dreaming, but I'm not sleeping   Oh, it's just a sweet, sweet fantasy, baby When I close my eyes, you come and take me On and on and on, it's so deep in my daydreams But it's just a sweet, sweet fantasy, baby Sweet, sweet fantasy, baby When I close my eyes, you come and take me On and on and on, it's so deep in my daydreams But it's just a sweet, sweet fantasy, baby Sweet, sweet fantasy, baby Sweet, sweet fantasy, baby31Embed;
Cheap Thrills;Sia;pop;Come on, come on, turn the radio on It's Friday night and I won't be long Gotta do my hair, put my make up on It's Friday night and I won't be long  [Pre-Chorus] 'Til I hit the dance floor, hit the dance floor I got all I need No, I ain't got cash, I ain't got cash But I got you, baby   Baby, I don't need dollar bills to have fun tonight (I love cheap thrills) Baby, I don't need dollar bills to have fun tonight (I love cheap thrills) But I don't need no money As long as I can feel the beat I don't need no money As long as I keep dancing   Come on, come on, turn the radio on It's Saturday and I won't be long Gotta paint my nails, put my high heels on It's Saturday and I won't be long You might also like[Pre-Chorus] 'Til I hit the dance floor, hit the dance floor I got all I need No, I ain't got cash, I ain't got cash But I got you, baby   Baby, I don't need dollar bills to have fun tonight (I love cheap thrills) Baby, I don't need dollar bills to have fun tonight (I love cheap thrills) But I don't need no money As long as I can feel the beat I don't need no money As long as I keep dancing  [Bridge] (I love cheap thrills) (I love cheap thrills) I don't need no money As long as I can feel the beat I don't need no money As long as I keep dancing (Oh, oh, oh)   Baby, I don't need dollar bills to have fun tonight (I love cheap thrills) Baby, I don't need dollar bills to have fun tonight (Oh) (I love cheap thrills) I don't need no money As long as I can feel the beat I don't need no money As long as I keep dancing [Outro] La, la, la, la, la, la, la (I love cheap thrills) La, la, la, la, la, la, la (I love cheap thrills) La, la, la, la, la, la, la (I love cheap thrills) La, la, la, la, la, la, la (I love cheap thrills)61Embed;
Hung Up;Madonna;pop;Time goes by so slowly Time goes by so slowly Time goes by so slowly Time goes by so slowly Time goes by so slowly Time goes by so slowly   Every little thing that you say or do I'm hung up, I'm hung up on you Waiting for your call, baby, night and day I'm fed up, I'm tired of waiting on you   Time goes by so slowly for those who wait No time to hesitate Those who run seem to have all the fun I'm caught up, I don't know what to do  [Pre-Chorus] Time goes by so slowly Time goes by so slowly Time goes by so slowly I don't know what to do You might also like Every little thing that you say or do I'm hung up, I'm hung up on you Waiting for your call, baby, night and day I'm fed up, I'm tired of waiting on you Every little thing that you say or do I'm hung up, I'm hung up on you Waiting for your call, baby, night and day I'm fed up, I'm tired of waiting on you   Ring, ring, ring goes the telephone The lights are on, but there's no one home Tick tick tock, it's a quarter to two And I'm done, I'm hanging up on you  [Bridge] I can't keep on waiting for you I know that you're still hesitating Don't cry for me, 'cause I'll find my way You'll wake up one day, but it'll be too late   Every little thing that you say or do I'm hung up, I'm hung up on you Waiting for your call, baby, night and day I'm fed up, I'm tired of waiting on you Every little thing that you say or do I'm hung up, I'm hung up on you Waiting for your call, baby, night and day I'm fed up, I'm tired of waiting on you [Post-Chorus] Every little thing, every little thing I'm hung up, I'm hung up on you Waiting for your call, waiting for your call I'm fed up, I'm tired waiting on you  [Breakdown] Time goes by so slowly Time goes by so slowly Time goes by so slowly Time goes by so slowly So slowly, so slowly, so slowly So slowly, so slowly, so slowly So slowly, so slowly, so slowly So slowly, so slowly, so slowly, so slowly, so I don't know what to do   Every little thing that you say or do I'm hung up, I'm hung up on you Waiting for your call, baby, night and day I'm fed up, I'm tired of waiting on you Every little thing that you say or do I'm hung up, I'm hung up on you Waiting for your call, baby, night and day I'm fed up, I'm tired of waiting on you [Post-Chorus] Every little thing, every little thing I'm hung up, I'm hung up on you Waiting for your call, waiting for your call I'm fed up, I'm tired waiting on you20Embed;
Bitch Better Have My Money;Rihanna;pop;Yayo, yayo Mula-la Yayo   Bitch better have my money Y'all should know me well enough Bitch better have my money Please don't call me on my bluff Pay me what you owe me Ballin' bigger than LeBron Bitch, give me your money Who y'all think y'all frontin' on?  [Pre-Chorus] Like bra, bra, bra Louis XIII, and it's all on me, nigga, you just bought a shot Kamikaze, if you think that you gon' knock me off the top Shit, your wife in the backseat of my brand new foreign car Don't act like you forgot I call the shots, shots, shots Like bra, bra, bra Pay me what you owe me, don't act like you forgot   Bitch better have my money Bitch better have my money Pay me what you owe me Bitch better have my (Bitch better have my) Bitch better have my (Bitch better have my) Bitch better have my money You might also like Turn up to Rihanna while the whole club fuckin' wasted Every time I drop by, I am the only thing y'all playin' In a drop top, doin' hundred, y'all in my rearview mirror racin' Where y'all at? Where y'all at? Where y'all at? (Where y'all at?)  [Pre-Chorus] Like bra, bra, bra Louis XIII, and it's all on me, nigga, you just bought a shot Kamikaze, if you think that you gon' knock me off the top Shit, your wife in the backseat of my brand new foreign car Don't act like you forgot I call the shots, shots, shots Like bra, bra, bra Pay me what you owe me, don't act like you forgot   Bitch better have my money Bitch better have my money Pay me what you owe me Bitch better have my (Bitch better have my) Bitch better have my (Bitch better have my) Bitch better have my money Bitch better have my money Bitch better have my money Pay me what you owe me Bitch better have my (Bitch better have my) Bitch better have my (Bitch better have my) Bitch better have my money [Outro] Bitch better have my money Bitch better have my money Bitch, bitch, bitch better have my money Yo, that bitch better have my money Hold up My money Yo, my money That bitch better have my money Bitch better have my money780Embed;
Get Lucky (feat. Pharrell Williams and Nile Rodgers);Daft Punk;pop;Comme la l�gende du ph�nix Tout se termine par des commencements Ce qui maintient la plan�te en rotation La force du commencement  [Pr�-refrain : Pharrell Williams] Nous sommes all�s trop loin pour renoncer � ce que nous sommes Alors mettons la barre plus haut et levons nos verres jusqu'aux �toiles Elle est debout toute la nuit jusqu�au lever du soleil, je suis debout toute la nuit pour en profiter Elle est debout toute la nuit pour s'amuser, je suis debout toute la nuit pour �tre chanceux  [Refrain : Pharell] Nous sommes debout toute la nuit jusqu�au lever du soleil, nous sommes debout toute la nuit pour en profiter Nous sommes debout toute la nuit pour s'amuser, nous sommes debout toute la nuit pour �tre chanceux Nous sommes debout toute la nuit pour �tre chanceux, nous sommes debout toute la nuit pour �tre chanceux Nous sommes debout toute la nuit pour �tre chanceux, nous sommes debout toute la nuit pour �tre chanceux  [Couplet 2: Pharrell] Le pr�sent n'a pas de rythme Ton cadeau continue de s'offrir Quelle est cette chose que je ressens ? Si tu veux partir, je te suis  [Pr�-refrain : Pharrell Williams] Nous sommes all�s trop loin pour renoncer � ce que nous sommes Alors mettons la barre plus haut et levons nos verres jusqu'aux �toiles Elle est debout toute la nuit jusqu�au lever du soleil, je suis debout toute la nuit pour en profiter Elle est debout toute la nuit pour s'amuser, je suis debout toute la nuit pour �tre chanceux You might also like[Pont : Daft Punk] Nous sommes debout toute la nuit pour �tre Nous sommes debout toute la nuit pour �tre Nous sommes debout toute la nuit pour �tre Nous sommes debout toute la nuit pour �tre Nous sommes debout toute la nuit pour �tre Nous sommes debout toute la nuit pour �tre Nous sommes debout toute la nuit pour �tre Nous sommes debout toute la nuit pour �tre  [Refrain : Pharell] Nous sommes debout toute la nuit pour �tre (ensemble) Nous sommes debout toute la nuit pour �tre (soyons funk � nouveau) Nous sommes debout toute la nuit pour �tre funky Nous sommes debout toute la nuit pour �tre chanceux Nous sommes debout toute la nuit pour �tre chanceux Nous sommes debout toute la nuit pour �tre chanceux Nous sommes debout toute la nuit pour �tre chanceux Nous sommes debout toute la nuit pour �tre chanceux Nous sommes debout toute la nuit pour �tre Nous sommes debout toute la nuit pour �tre Nous sommes debout toute la nuit pour �tre Nous sommes debout toute la nuit pour �tre  [Refrain : Pharrell Williams] Nous sommes all�s trop loin pour renoncer � ce que nous sommes Alors mettons la barre plus haut et levons nos verres jusqu'aux �toiles Elle est debout toute la nuit jusqu�au lever du soleil, je suis debout toute la nuit pour en profiter Elle est debout toute la nuit pour s'amuser, je suis debout toute la nuit pour �tre chanceux [Outro] Nous sommes debout toute la nuit pour �tre chanceux Nous sommes debout toute la nuit pour �tre chanceux Nous sommes debout toute la nuit pour �tre chanceux Nous sommes debout toute la nuit pour �tre chanceux1Embed;
Hot N Cold;Katy Perry;pop;You change your mind Like a girl changes clothes Yeah, you PMS Like a bitch, I would know And you overthink Always speak cryptically I should know That you're no good for me   'Cause you're hot, then you're cold You're yes, then you're no You're in, then you're out You're up, then you're down You're wrong when it's right It's black and it's white We fight, we break up We kiss, we make up (You) You don't really wanna stay, no (You) But you don't really wanna go-o You're hot, then you're cold You're yes, then you're no You're in, then you're out You're up, then you're down See Katy Perry LiveGet tickets as low as $82You might also like We used to be Just like twins, so in sync The same energy Now's a dead battery Used to laugh (Used to laugh) 'bout nothing ('Bout nothing) Now you're plain (Now you're plain) boring (Boring) I should know (I should know) That you're not gonna change   'Cause you're hot, then you're cold You're yes, then you're no You're in, then you're out You're up, then you're down You're wrong when it's right It's black and it's white We fight, we break up We kiss, we make up (You) You don't really wanna stay, no (Oh) (You) But you don't really wanna go-o (Oh) You're hot, then you're cold You're yes, then you're no You're in, then you're out You're up, then you're down (Down) [Bridge] Someone call the doctor Got a case of a love bipolar Stuck on a roller coaster Can't get off this ride  [Break] You change your mind Like a girl changes clothes   'Cause you're hot, then you're cold You're yes, then you're no You're in, then you're out You're up, then you're down You're wrong when it's right It's black and it's white We fight, we break up We kiss, we make up You're hot, then you're cold (Oh-oh-oh) You're yes, then you're no You're in, then you're out You're up, then you're down You're wrong when it's right (Oh-oh-oh) It's black and it's white We fight, we break up We kiss, we make up (You) You don't really wanna stay, no (Oh) (You) But you don't really wanna go-o (Oh) You're hot, then you're cold You're yes, then you're no You're in, then you're out You're up, then you're down32Embed;
Don't Call Me Up;Mabel;pop;When I'm underneath the bright lights When I'm tryna have a good time 'Cause I'm good now you ain't mine Now, now, now, now, don't call me up When you're looking at my photos Getting hot, losing control You want me more now I let go Now, now, now, now  [Pre-Chorus] I'm over you and I don't need your lies no more 'Cause the truth is, without you, boy, I'm stronger And I know you said that I changed with my cold heart But it was your game that left scars Ooh, I'm over you   Don't call me up I'm going out tonight Feeling good now you're outta my life Don't wanna talk about us Gotta leave it behind One drink and you're outta my mind Now, now take it up Baby, I'm on a high You're alone, going out of your mind When I'm here up in the club And I don't wanna talk So don't call me up You might also like 'Cause I'm here looking fine, babe And I got eyes looking my way And everybody's on my vibe, babe Now, now, now, now, don't call me up My friends said you were a bad man I should have listened to them back then And now you're tryna hit me up again Now, now, now, now  [Pre-Chorus] I'm over you and I don't need your lies no more 'Cause the truth is, without you, boy, I'm stronger And I know you said that I changed with my cold heart But it was your game that left scars Ooh, I'm over you   Don't call me up I'm going out tonight Feeling good now you're outta my life Don't wanna talk about us Gotta leave it behind One drink and you're outta my mind Now, now take it up Baby, I'm on a high You're alone, going out of your mind When I'm here up in the club And I don't wanna talk So don't call me up [Bridge] Don't call me up So don't call me up Don't call me up  [Pre-Chorus] I'm over you and I don't need your lies no more 'Cause the truth is, without you, boy, I'm stronger And I know you said that I changed with my cold heart But it was your game that left scars Ooh, I'm over you   Don't call me up I'm going out tonight Feeling good now you're outta my life Don't wanna talk about us Gotta leave it behind One drink and you're outta my mind Now, now take it up Baby, I'm on a high You're alone, going out of your mind When I'm here up in the club And I don't wanna talk So don't call me up17Embed;
Sorry Not Sorry;Demi Lovato;pop;(Payback is a bad bitch and, baby, I'm the baddest) (Go)   Now I'm out here lookin' like revenge Feelin' like a ten, the best I've ever been And, yeah, I know how bad it must hurt to see me like this But it gets worse (Wait a minute) Now you're out here lookin' like regret Ain't too proud to beg, second chance you'll never get And, yeah, I know how bad it must hurt to see me like this But it gets worse (Wait a minute)  [Pre-Chorus] Now, payback is a bad bitch and baby, I'm the baddest You fuckin' with a savage, can't have this, can't have this (Ah) And it'd be nice of me to take it easy on ya, but nah   Baby, I'm sorry (I'm not sorry) Baby, I'm sorry (I'm not sorry) Bein' so bad got me feelin' so good Showin' you up like I knew that I would Baby, I'm sorry (I'm not sorry) Baby, I'm sorry (I'm not sorry) Feelin' inspired 'cause the tables have turned Yeah, I'm on fire and I know that it burns You might also like Baby, fineness is the way to kill Tell me how it feel, bet it's such a bitter pill And, yeah, I know you thought you had bigger, better things Bet right now this stings (Wait a minute) 'Cause the grass is greener under me Bright as Technicolor, I can tell that you can see And, yeah, I know how bad it must hurt to see me like this But it gets worse (Wait a minute)  [Pre-Chorus] Now, payback is a bad bitch and baby, I'm the baddest You fuckin' with a savage, can't have this, can't have this (Ah) And it'd be nice of me to take it easy on ya, but nah   Baby, I'm sorry (I'm not sorry) Baby, I'm sorry (I'm not sorry) Bein' so bad got me feelin' so good Showin' you up like I knew that I would Baby, I'm sorry (I'm not sorry) Baby, I'm sorry (I'm not sorry) Feelin' inspired 'cause the tables have turned Yeah, I'm on fire and I know that it burns  [Bridge] Talk that talk, baby Better walk, better walk that walk, baby If you talk, if you talk that talk, baby Better walk, better walk that walk, baby, ah, yeah Talk that talk, baby Better walk, better walk that walk, baby If you talk, if you talk that talk, baby Better walk, better walk that walk, baby (Oh, yeah, yeah)  Baby, I'm sorry (I'm not sorry) Baby, I'm sorry (I'm not sorry) Bein' so bad got me feelin' so good Showin' you up like I knew that I would Baby, I'm sorry (I'm not sorry) Baby, I'm sorry (I'm not sorry, sorry) Feelin' inspired 'cause the tables have turned (Have turned) Yeah, I'm on fire and I know that it burns (So sorry, not sorry, not sorry)  [Outro] (Payback is a bad bitch and, baby, I'm the baddest)110Embed;
Don't Cha;The Pussycat Dolls;pop;Okay (Ahh) Yeah (Ahh) Oh, we about to get it just a little hot and sweaty in this motherfucker (Ooh, baby) Ladies, let's go (Uhh) Soldiers, let's go (Dolls) Let me talk to y'all and just, you know, give you a little situation Listen (Fellas)  [Verse 1: Busta Rhymes & Nicole Scherzinger] You see this shit get hot Every time I come through when I step up in the spot (Are you ready?) Make the place sizzle like a summertime cookout Prowl for the best chick, yes, I'm on the lookout (Let's dance) Slow bangin' shorty like a belly dancer wit' it Smell good, pretty skin, so gangsta wit' it (Ooh, baby) No tricks, only diamonds under my sleeve Gimme the number, but make sure you call before you leave  [Verse 2: Nicole Scherzinger] I know you like me (I know you like me) I know you do (I know you do) That's why whenever I come around, she's all over you And I know you want it (I know you want it) It's easy to see (It's easy to see) And in the back of your mind I know you should be fuckin' with me You might also like[Chorus: The Pussycat Dolls] Don't cha wish your girlfriend was hot like me? Don't cha wish your girlfriend was a freak like me? Don't cha? Don't cha? Don't cha wish your girlfriend was raw like me? Don't cha wish your girlfriend was fun like me? Don't cha? (Ah-ah-ah) Don't cha?  [Verse 3: Nicole Scherzinger] Fight the feeling (Fight the feeling) Leave it alone (Leave it alone) 'Cause if it ain't love (Oh) It just ain't enough to leave a happy home (Uh-uh, uh-uh) Let's keep it friendly (Let's keep it friendly) You have to play fair (You have to play fair, yeah) See, I don't care But I know, she ain't gon' wanna share (Ah, ah-ah)  [Chorus: The Pussycat Dolls] Don't cha wish your girlfriend was hot like me? (Oh) Don't cha wish your girlfriend was a freak like me? (Like me) Don't cha? Don't cha, baby? Don't cha? Alright, sing Don't cha wish your girlfriend was raw like me? (Raw) Don't cha wish your girlfriend was fun like me? (Big fun) Don't cha? (Ah-ah-ah) Don't cha? [Interlude: Busta Rhymes] Okay, I see how it's goin' down Seem like shorty wanna little m�nage pop off or somethin' Let's go  [Verse 4: Busta Rhymes] Well, let me get straight to it Every broad wanna watch a nigga when I come through it It's the God almighty, lookin' all brand new If shorty wanna jump in my Aston Vanquish Lookin' at me all like she really wanna do it Tryna put it on me 'til my balls black and blueish (Blueish) You wanna play with a player, girl, then play on Strip out the Chanel and leave the lingerie on (Ha) Watch me and I'ma watch you at the same time Lookin' at you wanna break my back You're the very reason why I keep a pack of the Magnum And with the wagon, hit you in the back of the Magnum For the record, I don't think it was something you did Shorty all on me 'cause it's hard to resist the kid I got a idea that's dope for y'all As y'all could get cold so I could hit the both of y'all  [Verse 5: Nicole Scherzinger] See, I know she loves you (I know she loves ya) I understand (I understand, yeah) I'd probably be just as crazy about you if you were my own man Maybe next lifetime (Maybe next lifetime) Possibly (Possibly) Until then, old friend, your secret is safe with me (Shh... Hot) [Chorus: The Pussycat Dolls] Don't cha wish your girlfriend was hot like me? (Oh) Don't cha wish your girlfriend was a freak like me? (Like me) Don't cha? Don't cha, baby? Don't cha? Alright, sing Don't cha wish your girlfriend was raw like me? (Raw) Don't cha wish your girlfriend was fun like me? (Big fun) Don't cha? (Ah-ah-ah) Don't cha?24Embed;
