Track_name;Artist_Name;genra;lyrics;
Same Script, Different Cast;Whitney Houston;pop;Uhm, hey, Deb Mhm Thank you for being woman enough to come Whitney, what's this about?  [Verse 1: Whitney Houston & Deborah Cox] I know he's leaving me for you Who said that? Who told you that is true? What is he telling you? Could it be the same things that he told me? He told me that he loved me I heard that He told me I was beautiful How did you know? How did you know? 'Cause I've played that scene before  [Chorus: Whitney Houston] This is a retake of my life I was his star for many nights Now the roles have changed And you're the leading lady in his life Lights, camera, now you're on Just remember, you've been warned Enjoy it now, 'cause it won't last Same script, different cast You might also like[Verse 2: Deborah Cox & Whitney Houston] What you're saying could be true But how can I take advice from you? I'm not hating, but I wish the one before me Would have warned me too, babe Don't say no more (La la la la la la la la la) Uncover your ears, girl I'm not listening (La la la la la la la la la) But I know you hear me Maybe my reasons are wrong, but I know that you believe me  [Chorus: Both (& Whitney Houston)] This is a retake of my life (A retake of my life) I was his star for many nights (Star for many, many, many nights) Now the roles have changed (And you're the leading lady in his life) Lights (Lights), camera, now you're on (Camera, now you're on) Just remember, you've been warned (Remember you've been warned) (Enjoy it now, 'cause it won't last Same script, different cast)  [Bridge: Deborah Cox & Whitney Houston] It's your fault, you didn't love him enough That's the problem, I loved him too much And when you love him, he becomes unattracted to you Oh no, he's changed and I'll prove you wrong No, you won't So go away, leave us the hell alone, 'cause he loves me He'll hurt you He'll stay with me He'll leave you for sure For sure? [Chorus: Both (& Whitney Houston / Deborah Cox)] This is a retake of my life (A retake of my life; Yes, it is) I was his star for many, many nights (Star for many, many, many, many nights) Now the roles have changed (Now, na-na-na-na-na-na-now the roles have changed) (And I'm the leading lady in his life) Lights (Lights), camera, now you're on (Camera, now you're on) Just remember, you've been warned (You've been warned) (Enjoy it now, because it won't last, no Same script, different cast)  [Chorus: Deborah Cox] This is a retake of your life You were his star for many, many nights But now the roles have changed I'm the leading lady in his life Lights (Lights), camera, now you're on Just remember, you've been warned Enjoy it now, 'cause this will last I'm the future, you're his past  [Chorus: Whitney Houston (& Deborah Cox)] This is a retake of my life (The past, oh) I was his star for many nights (Oh, oh) Now the roles have changed And you're the leading lady in his life Lights, camera, now you're on Just remember, you've been warned (Remember you've been warned) Enjoy it now (Just you watch us now) It won't last (I know it will last) The same script, different cast2Embed;
Like I Never Left (feat. Akon);Whitney Houston;pop;Konvict Akon and Whitney, yeah (Oh, yeah)  [Verse 1: Whitney Houston] Did you ever wish (Wish) you could get back Something that you did in your past? (Yeah) If it wasn't for me, I know what we had Was definitely gonna last I admit (I admit) that we say some things We don't mean when we're mad (Yeah) But I realize that I've been foolish (Yeah) I never should have turned my back (Yeah)  [Pre-Chorus: Whitney Houston] 'Cause it's a cold world when you're out there all alone (All alone) So many times that I wanted to just pick up the phone (Pick up the phone) And tell you, "Ooh, baby, baby, I missed your loving so." I ain't holding back no more (Yeah) Your girl is coming home (Yeah)  [Chorus 1: Whitney Houston] And I want you to love me (Like I never left, left) And I want you to hold me (Like I never left, left) And I want you to touch me (Like I never left, left) Come give me what I'm missing, yeah (Like I never left, yeah) You might also like[Verse 3: Akon] Do you think (Think) we can pick up Where we left before the day? (The day, yeah) That I told you it was over Packed my things and moved away (Away) 'Cause I see (See) that without you My world is just an empty place (Place) Taking one step away from you feels like a million miles away  [Pre-Chorus: Akon] 'Cause it's a cold world when you're out there all alone (All alone) So many times I wanted to just pick up the phone (The phone) And tell you, "Ooh, baby, baby, I missed your loving so." But I ain't holding back no more, 'cause your man is coming home  [Chorus 1: Whitney Houston] And I want you to love me (Like I never left, left) And I want you to hold me (Like I never left, left) And I want you to touch me, yeah (Like I never left, left) Come give me what I'm missing (Like I never left, oh, yeah)  [Chorus 2: Whitney Houston, Akon] I had enough, I miss you bad (Bad) What I did, leave in the past (Past) Yes, your girl is coming back Like I never left (Like I never left) Oh, said back in the building, back on the block (Block) You and me together, we back on top (Top) Kind of love we got, it just don't stop (Stop) Like I never left I had enough, I miss you bad (I miss you bad) What I did, leave in the past (Yeah) Yes, your girl is coming back Like I never left, left [Post-Chorus: Akon & (Whitney Houston)] (I'm coming back home, boy) Said back in the building, back on the block (I'm coming back home, boy) You and me together, we back on top (Yeah, yeah, yeah) Kind of love we got, it just don't stop Like I never left  [Chorus 1: Whitney Houston] (And I want you to love me) Like I never left And I want you to hold me Like I never left (Oh, and I want you to hold me) And I want you to touch me (Yeah) Like I never left (Yeah) Come give me what I'm missing (Oh, yeah) Like I never left, yeah (And I want you to love me)  [Outro: Whitney Houston] Oh, baby, come love me, come hold me Come touch me, come give me Like I never left (I never left you, baby) Oh, baby, come love me, come hold me Come touch me, come give me Like I never left (I never left you, baby)Embed;
One Of Those Days;Whitney Houston;pop;Na na, na na na na Come on, uh Come on, uh Come on, oh Whoa, Lord This is just for me, ooh, mmm Na na na na, na na na na   Kicked off my shoes and relaxed my feet Hit the kitchen, grabbed a bite to eat Now, it's been one of those crazy weeks And I gotta do something special for me See, hit the salon, get a mani and a pedi Have a massage, get a sip and then I'm ready Gotta take time out, time out And all my real ladies know what I'm talking about, sing  [Pre-Chorus] Ooh, baby, baby You don't know what I've been going through Sing it again now Ooh, baby, baby It's obvious to see exactly what I need You might also like One of those days When the sun is shining bright And my life is going right And the simple things are not wasted One of those days When you're cruising in your car And you might just see the stars And it's warm outside and beautiful, oh yeah   Tonight, it's all about me Just wanna set my body free Never mind the TV Tonight, I'll just let a little TV watch me Light the candles, aroma therapy Hot tub bubbles surrounding me Mr. Big is in the background The Isley Brothers gonna hold it down, sing  [Pre-Chorus] Ooh, baby, baby You don't know what I've been going through Sing it for me, oh Ooh, baby, baby It's obvious to see exactly what I need  One of those days When the sun is shining bright And my life is going right And the simple things are not wasted One of those days When you're cruising in your car And you might just see the stars And it's warm outside and beautiful One of those days When the sun is shining bright And my life is going right And the simple things are not wasted One of those days When you're cruising in your car And you might just see the stars And it's warm outside and beautiful, oh yeah  [Interlude] Hello, hello, hello Hello, hello, hello, hello I need one of those days You don't know how Ooh, ooh, ooh   One of those days When the sun is shining bright And my life is going right And the simple things are not wasted One of those days When you're cruising in your car And you might just see the stars And it's warm outside and beautiful One of those days When the sun is shining bright And my life is going right And the simple things are not wasted One of those days When you're cruising in your car And you might just see the stars And it's warm outside and beautiful, oh yeah1Embed;
I Believe In You And Me;Barry Manilow;pop;I believe that we will be In love eternally Well as far as I can see  You will always be the one for me Oh, yes, you will And I believe in dreams again I believe that love will never end  And like the river finds the sea I was lost, now I'm free 'Cause I believe in you and me  I will never leave your side I will never hurt your pride When all the chips are down See I will always be around  Just to be right where you are My love, you know I love you I will never leave you out I will always let you in To places no one's ever been  Deep inside, can't you see That I believe in you and me? Maybe I'm a fool To feel the way I do See Barry Manilow LiveGet tickets as low as $12You might also likeBut I will play the fool forever Just to be with you forever I believe in miracles And love's a miracle  Baby you're my dream come true I was lost, now I'm free I believe in you and me See I was lost, now I'm free 'Cause I believe in you and me Believe in you and meEmbed;
Love Will Save the Day;Whitney Houston;pop;Sometimes life can make you crazy It can really put your body to the test You try so hard to make sure everything goes right And you find you've only wound up with a mess It's a common situation Even though you feel abandoned and alone Child, you ain't the first to experience the hurt So don't panic when you hit the danger zone  [Pre-Chorus] What you need's a little change of heart (Change of heart) Forget this fear and frustration Love will always play the greater part (Greater part) When your battles wear you down Here's my advice   When you're feeling down and out And you've got troubles on your mind Love will save the day When you're feeling full of doubt And fear has got you in a bind Love will save the day When your world's falling apart All you have to do is say a prayer And love will save the day There's an answer in your heart So let your light shine on, my dear And love will save the day Love will save the day Love will save the day Love will save the day Love will save the day You might also like Many things in this world bring you down It's a wonder you can make it through the day Well, you can't sleep 'cause your problems are too deep And there's always something getting in the way And when you turn on the evening news Mass confusion is the only thing you'll see Well, there's no question that we need a new direction 'Cause we all could use some peace and harmony  [Pre-Chorus] What you need's a little change of heart (Change of heart) Forget this fear and frustration Love will always play the greater part (Greater part) When your battles wear you down Here's my advice Here's my advice   When you're feeling down and out And you've got troubles on your mind Love will save the day When you're feeling full of doubt And fear has got you in a bind Love will save the day When your world's falling apart All you have to do is say a prayer And love will save the day There's an answer in your heart So let your light shine on, my dear And love will save the day Love will save the day Love will save the day Love will save the day Love will save the day [Bridge] Love is gonna save the day You gotta believe it You gotta believe it, you're� Na na na na na na na (Oh) Na na na na na na na Na na na na na na na na na Yeah, yeah, yeah, yeah  [Pre-Chorus] So if you need little change of heart (Change of heart) Forget this fear and frustration 'Cause love will always play the greater part (Greater part) When your battles wear you down Here's my advice Here's my advice   When you're feeling down and out And you've got troubles on your mind Love will save the day (Love will save the day) When you're feeling full of doubt And fear has got you in a bind Love will save the day (You better believe it's gonna save the day) When your world's falling apart All you have to do is say a prayer And love will save the day (Love is gonna save the day, uh-huh) There's an answer in your heart So let your light shine on, my dear And love will save the day (You better believe, you better believe it's gonna) When you're feeling down and out And you've got troubles on your mind Love will save the day (Love is gonna save the day, uh-huh) When you're feeling full of doubt (Love is, love is) And fear has got you in a bind Love will save the day (Love is gonna save the day) When your world's falling apart (Love is) All you have to do is say a prayer (Love is) And love will save the day (Love is gonna save the day) There's an answer in your heart (Love is) So let your light shine on, my dear (Love is) And love will save the day (Love will save the day) [Outro] Love will save the day (Day) Love will save the day Love will save the day Love will save the day (Hahaha)2Embed;
Call You Tonight;Whitney Houston;pop;Whoa (Oh) Oh (Hm) Whoa (Whoa) Oh (Hm, yeah)   The stars must be aligned tonight I believe this has to have a meaning Lightning had to strike tonight 'Cause the two of us are finally meeting In this place, at this time And I feel safe when I look in your eyes I feel like I know you from another life And it makes me wish I wasn't so pressed for time  [Pre-Chorus] I can't catch my breath 'cause you take it away For the best writer in town could not find words to say How there's so many things I wanna get to know I wish that I could stay, but I gotta go   So I'ma call you tonight I will, baby, just as soon as I get time alone I'ma call you tonight I will, baby, just as soon as I get home You might also like That's the way it goes in life You get busy when you just don't wanna There's never enough time, day or night You have to make it so, baby I'm gonna make a way to connect 'Cause your face is one I can't forget I feel like I know you from another life And it makes me wish I wasn't so pressed for time  [Pre-Chorus] I can't catch my breath 'cause you take it away For the best writer in town could not find words to say (Uh-uh) How there's so many things I wanna get to know I wish that I could stay (Stay), but I gotta go   So I'ma call you tonight (I promise, baby) I will, baby (I will, baby), just as soon as I get time alone (Soon as I get time alone) I'ma call you tonight (I'll call ya, baby) I will, baby, just as soon as I get home (Oh)  [Bridge] Destiny, I believe in it Meant to be, don't you see it's possible That for this kind of magic, anything can happen? And if you wanna know, then stay by the phone Just stay by the phone (Oh-oh) [Pre-Chorus] I can't catch my breath (Oh) 'cause you take it away For the best writer in town could not find words to say (Not find words to say) How there's so many things I wanna get to know (To know) I wish that I could stay (Stay), but I gotta go (I gotta go, baby)   So I'ma call you tonight (Promise I will, promise I will) I will, baby, just as soon as I get time alone (Oh, baby) I'ma call you tonight (Call you tonight) I will, baby, just as soon as I get home1Embed;
You Light Up My Life;Whitney Houston;pop;So many nights I sit by my window Waiting for someone to sing me his song So many dreams I kept deep inside me Alone in the dark but now You've come along   And you light up my life You give me hope To carry on You light up my days And fill my nights with song   Rolling at sea, adrift on the water Could it be finally I'm turning for home? Finally, a chance to say hey I love you Never again to be all alone  [Bridge] Because you You light up my life You give me hope To carry on You light up my days And fill my nights with song You might also like And you You light up my life You give me hope To carry on You light up my days And fill my nights with song With song You give me hope To carry on You light up my days And fill my nights with song  [Outro] It can't be wrong When it feels so right Because you You light up my life, my life, my life, my life ooohEmbed;
Jesus Loves Me;Whitney Houston;pop;Yes Jesus loves me for the Bible tells me so Jesus loves me this I know For the Bible tells me so Little ones to him belong They are weak but he is strong   Yes Jesus loves me Oh, yes Jesus loves me Yes Jesus loves me for the Bible tells me so   Pressing on the upward way Always guide me Lord I pray Undeserving, and stubbornly never fail to love me still   Yes Jesus loves me Oh yes Jesus loves me Oh yes Jesus loves me, for the Bible tells me so Yes Jesus loves me, love Oh yes Jesus loves me for the Bible tells me so For the Bible tells me so   (I know I am loved) (Feels so good to know) that I'm never alone See, sometimes I'm lonely but never alone For the Bible tells, for the Bible tells For the Bible tells me so You might also like[Outro] See I know that he loves me Whether I'm right, whether I'm wrong2Embed;
Something In Common;Whitney Houston;pop;I know I may have made mistakes before But now I understand what those mistakes were for Throughout my travels girl I realized What you see, what you get don't always coincide A bird in the hand beats two in a bush But just one look was all it took Could it be thayt we're the only ones thinking of Harmony, ecstacy, there's something about this love  CHORUS: Bobby sings indented lines on the first chorus We, we have something in common Girl (Boy) you mean so much to me it should be plain to see That we... We have something in common It's the way we feel about each other when we're together  VERSE 2: Sung by Whitney Now I'm the type of girl who understands my man I'll be strong when he's weak, I will hold his hand Now I believe old fashioned rules and old fashioned ways Courtesy, honesty, like in the old days You're my man and I'm your girl There's nothing better in this whole wide world I'll stand by your side till the very end All in all, best of love, we are friends  CHORUS: with Whitney singing indented lines (see above)  BRIDGE: Bobby: Girl you know it's you that I adore Whitney: And there's no one in this world that I love moreYou might also likeEmbed;
Lover for Life;Whitney Houston;pop;Hey, baby Ooh, boy, yeah Oh, baby   I hope that you realize, baby, just what you mean to me Mm, hey you, where I run for cover, your loving shelter for me And when I find myself needing some lifting up One night with you and that always is enough Hey, you make being in love, a true rare affair So take me, I'm your prisoner   Will you sentence me to be your lover for life? Your lover for life Will you sentence me? I wanna be your lover for life Your lover for life (Your lover, your lover, yeah, yeah, ooh)  [Bridge] I just wanna hear you say You'll be my lover, my lover for life Capture, there's no getaway You're my lover (Your lover), lover for life   Under your spell or under my own power It really doesn't matter to me (No, boy) See, I fell in love the first time I saw you And have been falling in love ever since (Mm, boy) You heard my testimony, you've seen my evidence Hey, it's a crime of passion, in every sense And justice would be served if you stay here in my world So take me, I'm your prisoner You might also like Will you sentence me to be your lover for life? Your lover for life Will you sentence me? I wanna be your lover for life Your lover for life (Your lover, your lover, yeah, yeah, ooh)  [Bridge] I just wanna hear you say You'll be my lover, lover for life Capture, there's no getaway You'll be my lover, lover for life, boy   You heard my testimony, you've seen my evidence Hey, it's a crime of passion, in every sense And justice would be served if you stay here in my world So take me, I'm your prisoner   Will you sentence me to be your lover for life? Your lover for life Will you sentence me? I wanna be your lover for life Your lover for life (Your lover, your lover, yeah, yeah, ooh)  [Outro] I'm your prisoner Take me, I'm your prisoner And sentence me to be your lover for life (I wanna be) I'm your prisoner Take me, I'm your prisoner (Take me, baby) And sentence me to be your lover for life (Your lover, your lover, your lover, your lover, your baby, your baby, your baby)Embed;
The Prince Of Egypt (When You Believe);Mariah Carey;pop;Many nights we've prayed With no proof anyone could hear In our hearts a hopeful song We barely understood Now, we are not afraid Although we know there's much to fear We were moving mountains long, before we knew we could (Oh, yes)  [Chorus: Whitney Houston] There can be miracles, when you believe! Though hope is frail, it's hard to kill Who knows what miracles, you can achieve When you believe, somehow you will You will when you believe!  [Verse 2: Mariah Carey] Ah, uh, yeah! In this time of fear When prayer so often proves in vain Hope seems like the summer birds Too swiftly flown away Yet now I'm standing here My heart's so full, I can't explain Seeking faith and speaking words I never thought I'd say You might also like[Chorus: Mariah Carey & Whitney Houston] There can be miracles, when you believe! Though hope is frail, it's hard to kill Who knows what miracles, you can achieve When you believe, somehow you will You will when you believe!  [Verse 3: Mariah Carey & Whitney Houston] They don't always happen when you ask And it's easy to give in, to your fears But when you're blinded by your pain Can't see your way clear through the rain A small but still resilient voice, says "Help is very near!", (oh)  [Chorus: Mariah Carey & Whitney Houston] There can be miracles, (miracles) when you believe! (When you believe!) Though hope is frail, it's hard to kill, (oh) Who knows what miracles, you can achieve (You can achieve) When you believe, somehow you will (somehow, somehow, somehow) Now, you will! (no, no, no ) You will when you believe! (oh) You will when, you will when you believe, (just believe!) (uh) (Just believe), you will when you believe!4Embed;
Why Does It Hurt So Bad - from "Waiting to Exhale" - Original Soundtrack;Whitney Houston;pop;Many nights we've prayed With no proof anyone could hear In our hearts a hopeful song We barely understood Now, we are not afraid Although we know there's much to fear We were moving mountains long, before we knew we could (Oh, yes)  [Chorus: Whitney Houston] There can be miracles, when you believe! Though hope is frail, it's hard to kill Who knows what miracles, you can achieve When you believe, somehow you will You will when you believe!  [Verse 2: Mariah Carey] Ah, uh, yeah! In this time of fear When prayer so often proves in vain Hope seems like the summer birds Too swiftly flown away Yet now I'm standing here My heart's so full, I can't explain Seeking faith and speaking words I never thought I'd say You might also like[Chorus: Mariah Carey & Whitney Houston] There can be miracles, when you believe! Though hope is frail, it's hard to kill Who knows what miracles, you can achieve When you believe, somehow you will You will when you believe!  [Verse 3: Mariah Carey & Whitney Houston] They don't always happen when you ask And it's easy to give in, to your fears But when you're blinded by your pain Can't see your way clear through the rain A small but still resilient voice, says "Help is very near!", (oh)  [Chorus: Mariah Carey & Whitney Houston] There can be miracles, (miracles) when you believe! (When you believe!) Though hope is frail, it's hard to kill, (oh) Who knows what miracles, you can achieve (You can achieve) When you believe, somehow you will (somehow, somehow, somehow) Now, you will! (no, no, no ) You will when you believe! (oh) You will when, you will when you believe, (just believe!) (uh) (Just believe), you will when you believe!4Embed;
La Isla Bonita;Madonna;pop;�C�mo puede ser verdad?   Last night I dreamt of San Pedro Just like I'd never gone, I knew the song Young girl with eyes like the desert It all seems like yesterday, not far away   Tropical the island breeze, all of nature wild and free (Ah-ah, ah-ah, ah-ah) This is where I long to be, La Isla Bonita And when the samba played, the sun would set so high (Ah-ah, ah-ah, ah-ah) Ring through my ears and sting my eyes, your Spanish lullaby   I fell in love with San Pedro Warm wind carried on the sea, he called to me Te dijo, "Te amo" I prayed that the days would last, they went so fast   Tropical the island breeze, all of nature wild and free (Ah-ah, ah-ah, ah-ah) This is where I long to be, La Isla Bonita And when the samba played, the sun would set so high (Ah-ah, ah-ah, ah-ah) Ring through my ears and sting my eyes, your Spanish lullaby You might also like[Bridge] I want to be where the sun warms the sky When it's time for siesta, you can watch them go by Beautiful faces, no cares in this world Where a girl loves a boy, and a boy loves a girl  [Pre-Chorus] Last night I dreamt of San Pedro It all seems like yesterday, not far away   Tropical the island breeze, all of nature wild and free (Ah-ah, ah-ah, ah-ah) This is where I long to be, La Isla Bonita And when the samba played, the sun would set so high (Ah-ah, ah-ah, ah-ah) Ring through my ears and sting my eyes, your Spanish lullaby (Pa-pa-pa-pa-pa) Tropical the island breeze, all of nature wild and free (Ah-ah, ah-ah, ah-ah) This is where I long to be, La Isla Bonita And when the samba played, the sun would set so high (Ah-ah, ah-ah, ah-ah) Ring through my ears and sting my eyes, your Spanish lullaby  [Outro] La-la-la-la-la-la-la Te dijo, te amo La-la-la-la-la-la-la �l dijo que te ama Pa-pa-pa-pa-pa-pa-pa-pa (Ah-ah, ah-ah, ah-ah) La Isla Bonita Ah-ah, ah-ah, ah-ah Spanish lullaby11Embed;
Vogue;Madonna;pop; [Intro] Strike a pose Strike a pose Vogue (Vogue, vogue) Vogue (Vogue, vogue)   Look around, everywhere you turn is heartache It's everywhere that you go (Look around) You try everything you can to escape The pain of life that you know (Life that you know) When all else fails and you long to be Something better than you are today I know a place where you can get away It's called a dance floor And here's what it's for, so   Come on, vogue (Vogue) Let your body move to the music (Move to the music) Hey, hey, hey Come on, vogue (Vogue) Let your body go with the flow (Go with the flow) You know you can do it You might also like All you need is your own imagination So use it, that's what it's for (That's what it's for) Go inside for your finest inspiration Your dreams will open the door (Open up the door) It makes no difference if you're black or white If you're a boy or a girl If the music's pumping, it will give you new life You're a superstar Yes, that's what you are, you know it   Come on, vogue (Vogue, vogue) Let your body groove to the music (Groove to the music) Hey, hey, hey Come on, vogue (Vogue, vogue) Let your body go with the flow (Go with the flow) You know you can do it  [Bridge] Beauty's where you find it Not just where you bump and grind it Soul is in the musical That's where I feel so beautiful Magical, life's a ball, so Get up on the dance floor  Vogue (Vogue) Let your body move to the music (Move to the music) Hey, hey, hey Come on, vogue (Vogue, vogue) Let your body go with the flow (Go with the flow) You know you can do it  [Refrain] Vogue (Vogue) Beauty's where you find it (Move to the music) Vogue (Vogue) Beauty's where you find it (Go with the flow)   Greta Garbo, and Monroe Dietrich and DiMaggio Marlon Brando, Jimmy Dean On the cover of a magazine Grace Kelly, Harlow, Jean Picture of a beauty queen Gene Kelly, Fred Astaire Ginger Rogers dance on air They had style, they had grace Rita Hayworth gave good face Lauren, Katharine, Lana too Bette Davis, we love you Ladies with an attitude Fellas that were in the mood Don't just stand there, let's get to it Strike a pose, there's nothing to it Vogue Vogue [Outro] Oooh, you've got to Let your body move to the music Oooh, you've got to just Let your body go with the flow Oooh, you've got to Vogue (Vogue, vogue, vogue)18Embed;
Hung Up;Madonna;pop;Time goes by so slowly Time goes by so slowly Time goes by so slowly Time goes by so slowly Time goes by so slowly Time goes by so slowly   Every little thing that you say or do I'm hung up, I'm hung up on you Waiting for your call, baby, night and day I'm fed up, I'm tired of waiting on you   Time goes by so slowly for those who wait No time to hesitate Those who run seem to have all the fun I'm caught up, I don't know what to do  [Pre-Chorus] Time goes by so slowly Time goes by so slowly Time goes by so slowly I don't know what to do You might also like Every little thing that you say or do I'm hung up, I'm hung up on you Waiting for your call, baby, night and day I'm fed up, I'm tired of waiting on you Every little thing that you say or do I'm hung up, I'm hung up on you Waiting for your call, baby, night and day I'm fed up, I'm tired of waiting on you   Ring, ring, ring goes the telephone The lights are on, but there's no one home Tick tick tock, it's a quarter to two And I'm done, I'm hanging up on you  [Bridge] I can't keep on waiting for you I know that you're still hesitating Don't cry for me, 'cause I'll find my way You'll wake up one day, but it'll be too late   Every little thing that you say or do I'm hung up, I'm hung up on you Waiting for your call, baby, night and day I'm fed up, I'm tired of waiting on you Every little thing that you say or do I'm hung up, I'm hung up on you Waiting for your call, baby, night and day I'm fed up, I'm tired of waiting on you [Post-Chorus] Every little thing, every little thing I'm hung up, I'm hung up on you Waiting for your call, waiting for your call I'm fed up, I'm tired waiting on you  [Breakdown] Time goes by so slowly Time goes by so slowly Time goes by so slowly Time goes by so slowly So slowly, so slowly, so slowly So slowly, so slowly, so slowly So slowly, so slowly, so slowly So slowly, so slowly, so slowly, so slowly, so I don't know what to do   Every little thing that you say or do I'm hung up, I'm hung up on you Waiting for your call, baby, night and day I'm fed up, I'm tired of waiting on you Every little thing that you say or do I'm hung up, I'm hung up on you Waiting for your call, baby, night and day I'm fed up, I'm tired of waiting on you [Post-Chorus] Every little thing, every little thing I'm hung up, I'm hung up on you Waiting for your call, waiting for your call I'm fed up, I'm tired waiting on you20Embed;
Like a Prayer;Madonna;pop;Life is a mystery Everyone must stand alone I hear you call my name And it feels like home   When you call my name It's like a little prayer I'm down on my knees I want to take you there In the midnight hour I can feel your power Just like a prayer You know I'll take you there   I hear your voice It's like an angel sighing I have no choice I hear your voice Feels like flying I close my eyes Oh God, I think I'm falling Out of the sky I close my eyes Heaven, help me You might also like When you call my name It's like a little prayer I'm down on my knees I want to take you there In the midnight hour I can feel your power Just like a prayer You know I'll take you there   Like a child You whisper softly to me You're in control Just like a child Now I'm dancing It's like a dream No end and no beginning You're here with me It's like a dream Let the choir sing   When you call my name It's like a little prayer I'm down on my knees I wanna take you there In the midnight hour I can feel your power Just like a prayer You know I'll take you there When you call my name It's like a little prayer I'm down on my knees I wanna take you there In the midnight hour I can feel your power Just like a prayer You know I'll take you there [Reprise] Life is a mystery Everyone must stand alone I hear you call my name And it feels like home   Just like a prayer Your voice can take me there Just like a muse to me You are a mystery Just like a dream You are not what you seem Just like a prayer, no choice Your voice can take me there  [Bridge] Just like a prayer, I'll take you there It's like a dream to me (Mmmm...) Just like a prayer, I'll take you there (I'll take you there) It's like a dream to me (Oh, oh-oh-oh yeah) Just like a prayer, I'll take you there (I'll take you there) It's like a dream to me (Oh yeah, yeah, yeah yeah yeah yeah) Just like a prayer, I'll take you there (Oh, yeah) It's like a dream to me (Oh, oh)  Just like a prayer Your voice can take me there Just like a muse to me You are a mystery Just like a dream You are not what you seem Just like a prayer, no choice Your voice can take me there Just like a prayer Your voice can take me there Just like a muse to me You are a mystery Just like a dream You are not what you seem Just like a prayer, no choice Your voice can take me there Your voice can take me there Like a prayer  [Outro] It's like a prayer, your voice can take me there It's like a prayer It's like a prayer, your voice can take me there It's like a prayer It's like a prayer, your voice can take me there It's like a prayer It's like a prayer, your voice can take me there It's like a prayer34Embed;
4 Minutes (feat. Justin Timberlake & Timbaland);Madonna;pop;Sono in ritardo ,mi restano solo 4 minuti Fikki fikki, 4 minuti, aye Sono in ritardo ,mi restano solo 4 minuti Fikki fikki, 4 minuti, aye Sono in ritardo ,mi restano solo 4 minuti Fikki fikki, 4 minuti, aye Sono in ritardo ,mi restano solo 4 minuti Fikki fikki, 4 minuti, aye Sono in ritardo ,mi restano solo 4 minuti Fikki fikki, 4 minuti, aye Sono in ritardo ,mi restano solo 4 minuti Fikki fikki, 4 minuti, aye Sono in ritardo ,mi restano solo 4 minuti Fikki fikki, 4 minuti, aye Sono in ritardo ,mi restano solo 4 minuti Fikki fikki, andiamo Ah, yeah, ha, breakdown, andiamo  [Interlude: Justin Timberlake] Hey, uh, andiamo, Madonna  [Strofa 1: Madonna, Justin Timberlake, Timbaland] Andiamo Stavo aspettando qualcuno che mi facesse divertire, ah Ah, bene, non sprechiamo tempo Batti un colpo, dimmi come ti vuoi muovere, mmm Voglio qualcuno che acceleri, e che poi rallenti C'� spazio abbastanza per entrambe le cose Bne, posso cavarmela, devi solo mostrarmi dov'� Si pronto? Sei pronto? (Fikki fikki, fikki fikki, come on) You might also like[Pre-Ritornello: Madonna & Justin Timberlake, Timbaland] Se lo vuoi, ce l'hai gi� Se l'hai pensato, farebbe meglio ad essere ci� che vuoi davvero (Fikki, fikki, ow) Se lo senti, deve essere per davvero D� quella parola, e ti dar� ci� che vuoi  [Ritornello: Madonna, Justin Timberlake] Il tempo sta aspettando Abbiamo soltanto 4 minuti per salvare il mondo Senza esitazione Prendi un ragazzo, prendi una ragazza Il tempo sta aspettando Abbiamo soltanto 4 minuti per salvare il mondo Senza esitazione Abbiamo soltanto 4 minuti, heh, 4 minuti  [Post-Ritornello: Justin Timberlake, Madonna, Both] Continua cos�, continua cos� Non fare la pri-(hey)-madonna (uh) Devi metterti in riga, hop (Tick tock, tick tock, tick tock) Esatto, continua cos� , continua cos� Non fare la pri-(hey)-madonna (uh) Devi metterti in riga, hop (Tick tock, tick tock, tick tock) [Strofa 2: Madonna, Justin Timberlake] A volte penso che ci� di cui ho bisogno � un tuo intervento, yeah E posso dire che ti piace E va bene cos�, dal modo in cui ti muovi, oh, hey La strada verso l'inferno � fatta di buone intenzioni, yeah Ma se muoio stanotte almeno so di aver fatto ci� che volevo fare E tu invece?  [Pre-Ritornello: Madonna & Justin Timberlake, (Timbaland)] (Fikki, fikki, ow) Se lo vuoi, ce l'hai gi� Se l'hai pensato, farebbe meglio ad essere ci� che vuoi davvero (Fikki, fikki, ow) Se lo senti, deve essere per davvero D� quella parola, e ti dar� ci� che vuoi  [Ritornello: Madonna, Justin Timberlake] Il tempo sta aspettando Abbiamo soltanto 4 minuti per salvare il mondo Senza esitazione Prendi un ragazzo, prendi una ragazza Il tempo sta aspettando Abbiamo soltanto 4 minuti per salvare il mondo Senza esitazione Abbiamo soltanto 4 minuti, heh, 4 minuti  [Post-Ritornello: Justin Timberlake, Madonna, Both] Continua cos�, continua cos� Non fare la pri-(hey)-madonna (uh) Devi metterti in riga, hop (Tick tock, tick tock, tick tock) Esatto, continua cos� , continua cos� Non fare la pri-(hey)-madonna (uh) Devi metterti in riga, hop (Tick tock, tick tock, tick tock) [Outro: Timbaland, Madonna] Breakdown, yeah (Tick tock, tick tock, tick tock) Yeah, uh (Tick tock, tick tock, tick tock) Mi restano solo 4 minuti, per salvare il mondoEmbed;
